Date,UserID,RecipeID,Event
2022/1/11 10:04,162,309,short_description
2022/1/11 10:07,162,309,long_description
2022/1/11 10:10,162,309,steps
2022/1/11 10:33,1518,318,view_recipe
2022/1/11 10:34,1518,318,short_description
2022/1/11 10:34,1518,318,steps
2022/1/11 10:44,1694,5,view_recipe
2022/1/11 10:45,1694,5,short_description
2022/1/11 10:46,1694,5,long_description
2022/1/11 10:48,1694,5,steps
2022/1/11 10:51,1694,5,view_comments
2022/1/11 11:21,1116,205,view_recipe
2022/1/11 11:23,1116,205,short_description
2022/1/11 11:26,1116,205,long_description
2022/1/11 11:28,1116,205,steps
2022/1/11 12:21,1788,180,view_recipe
2022/1/11 12:22,1788,180,steps
2022/1/11 12:31,1944,441,view_recipe
2022/1/11 12:31,1944,441,short_description
2022/1/11 12:33,1944,441,steps
2022/1/11 12:34,1944,441,view_comments
2022/1/11 13:14,1747,39,view_recipe
2022/1/11 13:16,1747,39,short_description
2022/1/11 13:18,1747,39,long_description
2022/1/11 13:19,1747,39,steps
2022/1/11 13:31,1235,462,view_recipe
2022/1/11 13:34,1235,462,short_description
2022/1/11 13:35,1235,462,long_description
2022/1/11 13:36,1235,462,steps
2022/1/11 13:57,1044,320,view_recipe
2022/1/11 13:58,1044,320,short_description
2022/1/11 13:59,1044,320,long_description
2022/1/11 14:01,1044,320,steps
2022/1/11 14:07,245,353,view_recipe
2022/1/11 14:09,245,353,short_description
2022/1/11 14:10,678,142,view_recipe
2022/1/11 14:11,245,353,steps
2022/1/11 14:12,678,142,short_description
2022/1/11 14:14,678,142,steps
2022/1/11 14:44,1524,300,view_recipe
2022/1/11 14:45,1524,300,short_description
2022/1/11 14:47,1524,300,steps
2022/1/11 15:38,380,197,view_recipe
2022/1/11 15:40,380,197,short_description
2022/1/11 15:41,380,197,long_description
2022/1/11 15:43,380,197,steps
2022/1/11 16:17,1340,454,view_recipe
2022/1/11 16:18,1340,454,short_description
2022/1/11 16:21,1340,454,steps
2022/1/11 16:23,1340,454,view_comments
2022/1/11 16:29,1907,242,view_recipe
2022/1/11 16:30,1907,242,short_description
2022/1/11 16:31,1907,242,steps
2022/1/11 17:15,1176,295,view_recipe
2022/1/11 17:18,1176,295,short_description
2022/1/11 17:19,1176,295,steps
2022/1/11 17:54,718,21,view_recipe
2022/1/11 17:57,718,21,short_description
2022/1/11 17:59,718,21,long_description
2022/1/11 18:00,718,21,steps
2022/1/11 18:01,718,21,view_comments
2022/1/11 18:02,1245,295,view_recipe
2022/1/11 18:04,1245,295,short_description
2022/1/11 18:04,1245,295,long_description
2022/1/11 18:04,1245,295,steps
2022/1/11 18:11,105,186,view_recipe
2022/1/11 18:14,105,186,short_description
2022/1/11 18:15,105,186,long_description
2022/1/11 18:18,105,186,steps
2022/1/11 18:18,738,429,view_recipe
2022/1/11 18:21,738,429,short_description
2022/1/11 18:23,738,429,steps
2022/1/11 18:24,738,429,view_comments
2022/1/11 18:40,1510,448,view_recipe
2022/1/11 18:40,1510,448,short_description
2022/1/11 18:41,1510,448,long_description
2022/1/11 18:44,1510,448,steps
2022/1/11 19:13,845,266,view_recipe
2022/1/11 19:16,845,266,short_description
2022/1/11 19:17,845,266,steps
2022/1/11 19:22,358,336,view_recipe
2022/1/11 19:23,358,336,short_description
2022/1/11 19:24,358,336,steps
2022/1/11 19:34,1617,297,view_recipe
2022/1/11 19:34,1617,297,short_description
2022/1/11 19:35,1617,297,long_description
2022/1/11 19:35,1617,297,steps
2022/1/11 19:51,1852,158,view_recipe
2022/1/11 19:52,1852,158,short_description
2022/1/11 19:53,1852,158,steps
2022/1/11 20:36,435,330,view_recipe
2022/1/11 20:37,88,24,view_recipe
2022/1/11 20:37,435,330,short_description
2022/1/11 20:38,88,24,short_description
2022/1/11 20:38,435,330,long_description
2022/1/11 20:39,435,330,steps
2022/1/11 20:39,88,24,long_description
2022/1/11 20:41,88,24,steps
2022/1/11 20:43,88,24,view_comments
2022/1/11 20:51,386,193,view_recipe
2022/1/11 20:52,386,193,short_description
2022/1/11 20:53,386,193,steps
2022/1/11 20:54,386,193,view_comments
2022/1/11 21:09,859,494,view_recipe
2022/1/11 21:12,859,494,short_description
2022/1/11 21:13,859,494,long_description
2022/1/11 21:14,859,494,steps
2022/1/11 21:17,859,494,view_comments
2022/1/11 21:47,584,439,view_recipe
2022/1/11 21:50,584,439,long_description
2022/1/11 21:52,584,439,steps
2022/1/11 22:06,1518,356,view_recipe
2022/1/11 22:06,1518,356,short_description
2022/1/11 22:08,1518,356,long_description
2022/1/11 22:10,1518,356,steps
2022/1/11 22:13,1518,356,view_comments
2022/1/11 22:46,1538,37,view_recipe
2022/1/11 22:47,1538,37,short_description
2022/1/11 22:47,1618,439,view_recipe
2022/1/11 22:49,1618,439,short_description
2022/1/11 22:49,1538,37,long_description
2022/1/11 22:51,1618,439,long_description
2022/1/11 22:52,1538,37,steps
2022/1/11 22:53,1618,439,steps
2022/1/11 22:56,1618,439,view_comments
2022/1/11 22:58,788,169,view_recipe
2022/1/11 22:59,788,169,short_description
2022/1/11 23:00,788,169,long_description
2022/1/11 23:01,788,169,steps
2022/1/11 23:30,36,80,view_recipe
2022/1/11 23:32,36,80,short_description
2022/1/11 23:34,36,80,long_description
2022/1/11 23:36,36,80,steps
2022/1/11 23:37,956,16,view_recipe
2022/1/11 23:37,36,80,view_comments
2022/1/11 23:38,956,16,short_description
2022/1/11 23:40,956,16,steps
2022/1/11 23:41,956,16,view_comments
2022/1/11 23:50,1957,290,view_recipe
2022/1/11 23:52,1957,290,short_description
2022/1/11 23:52,1957,290,long_description
2022/1/11 23:54,1957,290,steps
2022/1/11 23:56,1957,290,view_comments
2022/1/12 00:04,624,338,view_recipe
2022/1/12 00:06,624,338,steps
2022/1/12 00:06,624,338,view_comments
2022/1/12 00:19,1486,191,view_recipe
2022/1/12 00:20,1486,191,short_description
2022/1/12 00:20,1486,191,long_description
2022/1/12 00:21,1486,191,steps
2022/1/12 00:35,1279,45,view_recipe
2022/1/12 00:36,1279,45,short_description
2022/1/12 00:37,1279,45,steps
2022/1/12 00:39,1654,46,view_recipe
2022/1/12 00:41,1654,46,short_description
2022/1/12 00:44,1654,46,long_description
2022/1/12 00:45,1654,46,steps
2022/1/12 00:50,1216,377,view_recipe
2022/1/12 00:52,1216,377,short_description
2022/1/12 00:55,1216,377,steps
2022/1/12 00:56,1474,92,view_recipe
2022/1/12 00:56,1474,92,short_description
2022/1/12 00:59,1474,92,steps
2022/1/12 01:43,719,305,view_recipe
2022/1/12 01:45,719,305,short_description
2022/1/12 01:48,719,305,steps
2022/1/12 02:00,1364,322,view_recipe
2022/1/12 02:01,1364,322,short_description
2022/1/12 02:04,1364,322,steps
2022/1/12 02:05,1364,322,view_comments
2022/1/12 02:30,262,263,view_recipe
2022/1/12 02:30,262,263,short_description
2022/1/12 02:31,262,263,steps
2022/1/12 02:38,460,76,view_recipe
2022/1/12 02:38,460,76,short_description
2022/1/12 02:40,460,76,steps
2022/1/12 02:57,1119,384,view_recipe
2022/1/12 02:59,1119,384,short_description
2022/1/12 03:00,1119,384,long_description
2022/1/12 03:00,1789,214,view_recipe
2022/1/12 03:02,1789,214,short_description
2022/1/12 03:02,1119,384,steps
2022/1/12 03:04,1789,214,steps
2022/1/12 03:33,708,330,view_recipe
2022/1/12 03:36,708,330,short_description
2022/1/12 03:38,708,330,long_description
2022/1/12 03:40,708,330,steps
2022/1/12 03:41,708,330,view_comments
2022/1/12 03:58,734,87,view_recipe
2022/1/12 03:59,734,87,short_description
2022/1/12 03:59,734,87,steps
2022/1/12 04:23,1008,113,view_recipe
2022/1/12 04:24,1008,113,short_description
2022/1/12 04:24,1008,113,steps
2022/1/12 04:25,1116,328,view_recipe
2022/1/12 04:27,1116,328,short_description
2022/1/12 04:28,1116,328,long_description
2022/1/12 04:29,1116,328,steps
2022/1/12 04:45,79,92,view_recipe
2022/1/12 04:47,79,92,short_description
2022/1/12 04:49,79,92,long_description
2022/1/12 04:51,79,92,steps
2022/1/12 04:51,79,92,view_comments
2022/1/12 05:12,978,241,view_recipe
2022/1/12 05:14,978,241,short_description
2022/1/12 05:17,978,241,steps
2022/1/12 05:21,370,306,view_recipe
2022/1/12 05:22,370,306,short_description
2022/1/12 05:23,370,306,steps
2022/1/12 06:42,1165,145,view_recipe
2022/1/12 06:42,1165,145,short_description
2022/1/12 06:44,1165,145,long_description
2022/1/12 06:45,1165,145,steps
2022/1/12 06:50,304,410,view_recipe
2022/1/12 06:53,304,410,short_description
2022/1/12 06:55,304,410,steps
2022/1/12 06:57,54,494,view_recipe
2022/1/12 07:00,54,494,short_description
2022/1/12 07:02,54,494,long_description
2022/1/12 07:02,660,74,view_recipe
2022/1/12 07:03,54,494,steps
2022/1/12 07:05,660,74,short_description
2022/1/12 07:05,660,74,steps
2022/1/12 07:05,54,494,view_comments
2022/1/12 07:24,608,470,view_recipe
2022/1/12 07:25,608,470,short_description
2022/1/12 07:27,608,470,steps
2022/1/12 07:30,608,470,view_comments
2022/1/12 07:49,1412,462,view_recipe
2022/1/12 07:49,1412,462,short_description
2022/1/12 07:50,1335,355,view_recipe
2022/1/12 07:51,1335,355,short_description
2022/1/12 07:51,1335,355,long_description
2022/1/12 07:52,1412,462,long_description
2022/1/12 07:53,1412,462,steps
2022/1/12 07:53,1335,355,steps
2022/1/12 07:53,1335,355,view_comments
2022/1/12 08:58,1189,53,view_recipe
2022/1/12 08:59,1189,53,short_description
2022/1/12 09:01,1189,53,long_description
2022/1/12 09:02,837,166,view_recipe
2022/1/12 09:03,1189,53,steps
2022/1/12 09:03,837,166,short_description
2022/1/12 09:05,837,166,long_description
2022/1/12 09:07,837,166,steps
2022/1/12 09:20,1286,48,view_recipe
2022/1/12 09:23,1286,48,short_description
2022/1/12 09:24,1286,48,long_description
2022/1/12 09:26,1286,48,steps
2022/1/12 09:26,1286,48,view_comments
2022/1/12 09:29,974,225,view_recipe
2022/1/12 09:32,974,225,short_description
2022/1/12 09:33,974,225,long_description
2022/1/12 09:35,974,225,steps
2022/1/12 09:38,1397,467,view_recipe
2022/1/12 09:41,1397,467,short_description
2022/1/12 09:42,1397,467,long_description
2022/1/12 09:43,1397,467,steps
2022/1/12 09:43,1397,467,view_comments
2022/1/12 10:16,1452,231,view_recipe
2022/1/12 10:18,1452,231,short_description
2022/1/12 10:19,1452,231,steps
2022/1/12 10:20,1452,231,view_comments
2022/1/12 10:37,1231,392,view_recipe
2022/1/12 10:39,1231,392,short_description
2022/1/12 10:41,1231,392,long_description
2022/1/12 10:42,1231,392,steps
2022/1/12 10:43,1878,129,view_recipe
2022/1/12 10:43,1878,129,short_description
2022/1/12 10:45,1878,129,steps
2022/1/12 11:11,894,287,view_recipe
2022/1/12 11:12,894,287,short_description
2022/1/12 11:14,894,287,steps
2022/1/12 11:17,894,287,view_comments
2022/1/12 12:04,1537,489,view_recipe
2022/1/12 12:06,1537,489,short_description
2022/1/12 12:07,1537,489,steps
2022/1/12 12:07,1537,489,view_comments
2022/1/12 12:33,237,227,view_recipe
2022/1/12 12:36,237,227,short_description
2022/1/12 12:36,237,227,long_description
2022/1/12 12:36,237,227,steps
2022/1/12 13:33,1366,92,view_recipe
2022/1/12 13:34,325,307,view_recipe
2022/1/12 13:35,325,307,short_description
2022/1/12 13:35,325,307,steps
2022/1/12 13:35,325,307,view_comments
2022/1/12 13:36,1366,92,short_description
2022/1/12 13:38,1366,92,long_description
2022/1/12 13:39,1366,92,steps
2022/1/12 13:40,1366,92,view_comments
2022/1/12 14:32,186,106,view_recipe
2022/1/12 14:34,186,106,short_description
2022/1/12 14:35,186,106,long_description
2022/1/12 14:35,186,106,steps
2022/1/12 14:37,186,106,view_comments
2022/1/12 15:49,144,329,view_recipe
2022/1/12 15:49,144,329,short_description
2022/1/12 15:51,144,329,long_description
2022/1/12 15:52,144,329,steps
2022/1/12 15:54,144,329,view_comments
2022/1/12 17:21,1506,74,view_recipe
2022/1/12 17:22,1506,74,short_description
2022/1/12 17:25,1506,74,long_description
2022/1/12 17:27,1506,74,steps
2022/1/12 18:23,1275,412,view_recipe
2022/1/12 18:24,1275,412,short_description
2022/1/12 18:24,1275,412,long_description
2022/1/12 18:25,1275,412,steps
2022/1/12 18:26,1275,412,view_comments
2022/1/12 18:41,1675,137,view_recipe
2022/1/12 18:42,1675,137,short_description
2022/1/12 18:43,1675,137,steps
2022/1/12 18:51,1922,419,view_recipe
2022/1/12 18:52,1922,419,long_description
2022/1/12 18:53,1922,419,steps
2022/1/12 19:15,116,232,view_recipe
2022/1/12 19:15,182,444,view_recipe
2022/1/12 19:17,182,444,short_description
2022/1/12 19:17,116,232,short_description
2022/1/12 19:18,116,232,steps
2022/1/12 19:19,182,444,long_description
2022/1/12 19:20,182,444,steps
2022/1/12 19:21,116,232,view_comments
2022/1/12 19:21,182,444,view_comments
2022/1/12 19:49,1609,65,view_recipe
2022/1/12 19:50,1609,65,short_description
2022/1/12 19:50,1609,65,long_description
2022/1/12 19:51,1609,65,steps
2022/1/12 20:22,1178,65,view_recipe
2022/1/12 20:25,1178,65,short_description
2022/1/12 20:27,1178,65,long_description
2022/1/12 20:28,1178,65,steps
2022/1/12 21:15,262,16,view_recipe
2022/1/12 21:17,262,16,short_description
2022/1/12 21:18,262,16,long_description
2022/1/12 21:21,262,16,steps
2022/1/12 21:24,262,16,view_comments
2022/1/12 21:40,1017,342,view_recipe
2022/1/12 21:40,1017,342,short_description
2022/1/12 21:43,1017,342,long_description
2022/1/12 21:44,1017,342,steps
2022/1/12 22:07,535,312,view_recipe
2022/1/12 22:08,535,312,short_description
2022/1/12 22:09,535,312,steps
2022/1/12 22:13,353,320,view_recipe
2022/1/12 22:15,9,293,view_recipe
2022/1/12 22:15,9,293,short_description
2022/1/12 22:15,353,320,short_description
2022/1/12 22:16,353,320,steps
2022/1/12 22:17,9,293,long_description
2022/1/12 22:18,9,293,steps
2022/1/12 22:18,353,320,view_comments
2022/1/13 00:00,1009,253,view_recipe
2022/1/13 00:00,1009,253,short_description
2022/1/13 00:00,1009,253,long_description
2022/1/13 00:01,1009,253,steps
2022/1/13 00:11,308,389,view_recipe
2022/1/13 00:11,308,389,short_description
2022/1/13 00:13,308,389,long_description
2022/1/13 00:16,308,389,steps
2022/1/13 00:16,308,389,view_comments
2022/1/13 00:37,1553,208,view_recipe
2022/1/13 00:39,1553,208,short_description
2022/1/13 00:39,1553,208,steps
2022/1/13 00:42,1553,208,view_comments
2022/1/13 00:51,726,292,view_recipe
2022/1/13 00:52,726,292,short_description
2022/1/13 00:52,726,292,steps
2022/1/13 00:52,108,458,view_recipe
2022/1/13 00:55,108,458,short_description
2022/1/13 00:55,108,458,long_description
2022/1/13 00:57,1002,241,view_recipe
2022/1/13 00:57,108,458,steps
2022/1/13 00:59,1002,241,short_description
2022/1/13 01:00,1002,241,steps
2022/1/13 01:05,176,330,view_recipe
2022/1/13 01:06,176,330,short_description
2022/1/13 01:07,176,330,steps
2022/1/13 01:09,176,330,view_comments
2022/1/13 01:30,1656,243,view_recipe
2022/1/13 01:31,1656,243,short_description
2022/1/13 01:32,1656,243,steps
2022/1/13 01:33,1656,243,view_comments
2022/1/13 02:57,1677,390,view_recipe
2022/1/13 02:58,1677,390,short_description
2022/1/13 02:58,1677,390,long_description
2022/1/13 03:00,1677,390,steps
2022/1/13 03:13,1164,112,view_recipe
2022/1/13 03:13,1164,112,short_description
2022/1/13 03:14,1164,112,long_description
2022/1/13 03:17,1164,112,steps
2022/1/13 03:17,621,188,view_recipe
2022/1/13 03:19,621,188,short_description
2022/1/13 03:22,621,188,long_description
2022/1/13 03:25,621,188,steps
2022/1/13 03:35,1049,200,view_recipe
2022/1/13 03:36,1049,200,short_description
2022/1/13 03:37,1049,200,long_description
2022/1/13 03:39,1049,200,steps
2022/1/13 03:46,641,161,view_recipe
2022/1/13 03:46,641,161,short_description
2022/1/13 03:46,413,308,view_recipe
2022/1/13 03:47,413,308,short_description
2022/1/13 03:48,641,161,long_description
2022/1/13 03:49,413,308,long_description
2022/1/13 03:49,641,161,steps
2022/1/13 03:50,641,161,view_comments
2022/1/13 03:51,413,308,steps
2022/1/13 04:21,962,269,view_recipe
2022/1/13 04:23,962,269,short_description
2022/1/13 04:24,962,269,steps
2022/1/13 04:25,962,269,view_comments
2022/1/13 05:01,1018,217,view_recipe
2022/1/13 05:04,1018,217,short_description
2022/1/13 05:04,1018,217,steps
2022/1/13 05:21,486,204,view_recipe
2022/1/13 05:23,486,204,short_description
2022/1/13 05:24,486,204,long_description
2022/1/13 05:25,486,204,steps
2022/1/13 05:26,486,204,view_comments
2022/1/13 05:26,506,335,view_recipe
2022/1/13 05:28,506,335,short_description
2022/1/13 05:30,506,335,steps
2022/1/13 05:41,342,422,view_recipe
2022/1/13 05:41,342,422,short_description
2022/1/13 05:43,342,422,steps
2022/1/13 05:46,1342,472,view_recipe
2022/1/13 05:48,1342,472,short_description
2022/1/13 05:50,1342,472,steps
2022/1/13 06:34,1394,494,view_recipe
2022/1/13 06:35,1394,494,short_description
2022/1/13 06:36,1394,494,steps
2022/1/13 06:37,1394,494,view_comments
2022/1/13 07:31,1332,191,view_recipe
2022/1/13 07:33,1332,191,steps
2022/1/13 07:46,1780,1,view_recipe
2022/1/13 07:48,1780,1,short_description
2022/1/13 07:48,1780,1,steps
2022/1/13 08:24,713,255,view_recipe
2022/1/13 08:26,713,255,short_description
2022/1/13 08:29,713,255,steps
2022/1/13 08:39,893,223,view_recipe
2022/1/13 08:39,893,223,short_description
2022/1/13 08:40,893,223,long_description
2022/1/13 08:40,893,223,steps
2022/1/13 08:41,893,223,view_comments
2022/1/13 08:56,1359,222,view_recipe
2022/1/13 08:57,1359,222,steps
2022/1/13 08:58,1359,222,view_comments
2022/1/13 09:03,637,74,view_recipe
2022/1/13 09:03,637,74,short_description
2022/1/13 09:03,637,74,steps
2022/1/13 09:05,637,74,view_comments
2022/1/13 09:19,797,47,view_recipe
2022/1/13 09:21,797,47,short_description
2022/1/13 09:23,797,47,steps
2022/1/13 09:24,1040,327,view_recipe
2022/1/13 09:26,1040,327,short_description
2022/1/13 09:26,122,325,view_recipe
2022/1/13 09:28,1040,327,long_description
2022/1/13 09:28,122,325,short_description
2022/1/13 09:30,122,325,steps
2022/1/13 09:31,1040,327,steps
2022/1/13 10:11,1625,266,view_recipe
2022/1/13 10:12,1625,266,short_description
2022/1/13 10:14,1625,266,long_description
2022/1/13 10:15,1625,266,steps
2022/1/13 10:43,29,130,view_recipe
2022/1/13 10:44,586,331,view_recipe
2022/1/13 10:44,29,130,short_description
2022/1/13 10:46,586,331,short_description
2022/1/13 10:46,29,130,steps
2022/1/13 10:48,586,331,steps
2022/1/13 10:52,889,188,view_recipe
2022/1/13 10:53,889,188,short_description
2022/1/13 10:55,889,188,steps
2022/1/13 10:55,98,334,view_recipe
2022/1/13 10:57,233,57,view_recipe
2022/1/13 10:58,98,334,short_description
2022/1/13 10:58,98,334,long_description
2022/1/13 10:58,98,334,steps
2022/1/13 10:59,233,57,short_description
2022/1/13 11:01,233,57,long_description
2022/1/13 11:01,233,57,steps
2022/1/13 11:22,849,325,view_recipe
2022/1/13 11:24,849,325,short_description
2022/1/13 11:25,849,325,long_description
2022/1/13 11:27,849,325,steps
2022/1/13 11:28,849,325,view_comments
2022/1/13 12:03,1915,108,view_recipe
2022/1/13 12:04,797,39,view_recipe
2022/1/13 12:04,1915,108,short_description
2022/1/13 12:04,1915,108,long_description
2022/1/13 12:05,797,39,short_description
2022/1/13 12:06,797,39,steps
2022/1/13 12:07,1915,108,steps
2022/1/13 12:35,622,186,view_recipe
